Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Nop56p-associated pre-rRNA complex,0.820637898686681,3.308196024064861,0.0,0.0,0.0,100/100,20.90%,HNRNPU;DHX9;U2AF1;U2AF2;FBL;TOP1;NPM1;NCL;ILF3;RPL6;HNRNPM;RPL30;ILF2;RPS13;RPL8;RPL4;HNRNPA1;RPL7A;RPL13A;RPL7;RPL19;RPL21;RPL13;RPL18A;RPL10A;RPL14;RPL15;RPL18;RPS9;RPL10;RPLP0;RPL3;RPS6;RPS8;RPL26;RPS11;RPL11;YBX1;DDX21;ACTA2;EBNA1BP2;RBM28;NOP58;NOP56;RSL1D1;MYBBP1A;SRPK1;EEF1A1;RPL32;RPL35A;RPL37A;RPL27;RPL12;RPL36;RPL28;RPLP2;RPLP1;RPL39;RPS14;RPL5;RPL9;RPS18;RPS17;RPS16;RPS15A;RPL35;RPL17;RPL23;RPL22;RPS24;RPL36A;RPL31;RPS23;RPS7;RPS2;RPS29;RPS3A;RPS15;RPL24;RPS12;RPL27A;RPL29;RPL23A;TUBA1A;TUBB1;LUC7L2;NAP1L1;EEF2;GNL3;TUFM;ACTG2;SLC25A5;SCYL2;LYAR;BRIX1;IGF2BP1;NOLC1;SRP14;TCOF1;PWP1
prerank,"Spliceosome, A complex",0.8108344737566315,3.2468237066517456,0.0,0.0,0.0,80/96,14.03%,HSPA8;HNRNPU;SNRPD1;DHX9;U2AF1;U2AF2;SF3B3;EFTUD2;SNRPD3;DDX5;DHX15;SNRPD2;ILF3;SNRPB;SNRPE;SRRT;SNRPF;SNRPG;SF3B2;SF3B1;CDC5L;PRPF8;ILF2;SF3A1;SRSF1;SNRPA1;SRRM1;SNRPA;SF3B4;HNRNPA1;SNRPB2;CWC15;PLRG1;PRPF19;SNRNP200;DDX23;HNRNPK;RNPS1;NCBP1;SF3A2;SF3A3;DDX17;SRSF2;BCAS2;SF3B6;SRRM2;SART1;PRPF6;NCBP2;YBX1;HTATSF1;HNRNPC;SRSF7;PUF60;U2SURP;SMNDC1;DDX46;DNAJC8;RBM17;SRSF5;SRSF6;SRSF4;ACIN1;CD2BP2;SRSF3;PRPF3;TCERG1;SRSF9;PRPF40A;CIRBP;WBP11;ZNF207;SNRPC;SNRNP70;RBM39;SF1;RBM25;CFAP20;CTNNBL1;TRA2B
prerank,C complex spliceosome,0.8039783000171147,3.2097543471837704,0.0,0.0,0.0,62/77,10.45%,HNRNPU;SNRPD1;U2AF1;SF3B3;EFTUD2;SNRPD3;DDX5;SNRPD2;DHX38;SNRPB;PABPC1;SNRPE;SNRPF;SNRPG;LSM2;SF3B2;SF3B1;HNRNPM;RBM8A;CDC5L;PRPF8;SF3A1;SNW1;SRSF1;SNRPA1;SRRM1;HNRNPA1;SNRPB2;CWC15;PLRG1;PRPF19;SNRNP200;DDX23;MAGOH;HNRNPK;EIF4A3;LSM3;SF3A2;SF3A3;ALYREF;SYF2;SRRM2;PPIL1;RBM22;PPWD1;SART1;PRPF6;CWC22;TFIP11;PPIE;ISY1;DDX41;CRNKL1;DHX8;CACTIN;PPIL3;XAB2;AQR;SNRNP40;SLU7;CDC40;HNRNPC
prerank,"Spliceosome, C complex",0.8923970895703043,3.2032511039515446,0.0,0.0,0.0,34/36,9.44%,SNRPD1;EFTUD2;SNRPD3;SNRPD2;DHX38;SNRPB;SNRPE;SNRPF;SNRPG;RBM8A;CDC5L;PRPF8;SNW1;SNRPA1;SNRPB2;CWC15;PLRG1;PRPF19;SNRNP200;MAGOH;EIF4A3;BCAS2;SYF2;SRRM2;PPIL1;RBM22;PPWD1;CWC22;PPIE;ISY1;CRNKL1;XAB2;AQR;CDC40
prerank,"Spliceosome, E complex",0.7703352967671585,3.1247944772926366,0.0,0.0,0.0,86/114,14.83%,SMARCC1;HNRNPU;SNRPD1;SMARCC2;ACTL6A;DHX9;SMARCB1;U2AF1;U2AF2;SF3B3;EFTUD2;SMARCA4;RUVBL1;SNRPD3;DDX5;DHX15;SNRPD2;SNRPB;SNRPE;SRRT;SNRPF;SNRPG;PRPF31;SMARCA2;SF3B2;SF3B1;HNRNPM;PRPF8;CHD4;SF3A1;SMARCE1;SRSF1;SNRPA1;SNRPA;CPSF6;NUDT21;SF3B4;HNRNPA1;SNRPB2;RUVBL2;PRPF19;SNRNP200;DDX23;HNRNPK;NCBP1;SF3A2;SF3A3;DDX17;ALYREF;SRSF2;BCAS2;SF3B6;SRRM2;SART1;PRPF6;SNRNP40;NCBP2;YBX1;HTATSF1;HNRNPC;SRSF7;LSM4;PUF60;U2SURP;DDX46;DNAJC8;RBM17;SRSF5;SRSF6;SRSF4;DDX39B;SRSF11;SRSF3;PRPF3;PRPF40A;LUC7L3;USP39;SNRPC;PPIH;SNRNP70;RBM39;SF1;PRPF4;RBM25;ARID1A;SMARCD1
prerank,"Spliceosome, B complex",0.8446651317134567,3.0268633735415453,0.0,0.0,0.0,35/38,14.00%,SNRPD1;SF3B3;EFTUD2;SNRPD3;SNRPD2;SNRPB;SNRPE;SNRPF;SNRPG;PRPF31;LSM2;SF3B2;SF3B1;PRPF8;SF3A1;SNRPA1;SF3B4;SNRPB2;SNRNP200;LSM3;SF3A2;SF3A3;SF3B6;SART1;PRPF6;SNRNP40;LSM6;LSM4;LSM7;PRPF3;TXNL4A;PPIH;SMU1;PRPF4;MFAP1
prerank,ALL-1 supercomplex,0.886672605981528,3.0207473350404506,0.0,0.0,0.0,27/28,10.56%,HDAC1;RBBP4;HDAC2;TBP;SMARCC1;SMARCC2;SIN3A;SMARCB1;SMARCA5;RBBP7;EFTUD2;WDR5;TAF9;RBBP5;TAF6;TAF1;SMARCA2;KDM1A;MTA2;SAP30;SAP18;MBD3;TAF12;RAN;KMT2A;CPSF2;CHD3
prerank,"Spliceosome, pre-B complex",0.8364845733914087,2.990074817614527,0.0,0.0,0.0,33/37,13.74%,SNRPD1;SF3B3;EFTUD2;SNRPD3;SNRPD2;SNRPB;SNRPE;SNRPF;SNRPG;PRPF31;LSM2;SF3B2;SF3B1;PRPF8;SF3A1;SNRPA1;SF3B4;SNRPB2;SNRNP200;DDX23;LSM3;SF3A2;SF3A3;SF3B6;PRPF6;SNRNP40;LSM6;LSM4;LSM7;PRPF3;USP39;TXNL4A;PRPF4
prerank,17S U2 snRNP,0.8312787427757635,2.9305834292211967,0.0,0.0,0.0,27/33,11.43%,SNRPD1;U2AF1;U2AF2;SF3B3;SNRPD3;DHX15;SNRPD2;SNRPB;SNRPE;SNRPF;SNRPG;SF3B2;SF3B1;SF3A1;SRSF1;SNRPA1;SF3B4;SNRPB2;SF3A2;SF3A3;SF3B6;PUF60;U2SURP;SMNDC1;DDX46;DNAJC8;RBM17
prerank,"60S ribosomal subunit, cytoplasmic",0.7879450055359112,2.9304097666914126,0.0,0.0,0.0,42/47,16.06%,RPL6;RPL30;RPL8;RPL4;RPL7A;RPL13A;RPL7;RPL19;RPL21;RPL13;RPL18A;RPL10A;RPL14;RPL15;RPL18;RPL10;RPLP0;RPL3;RPL26;RPL11;RPL32;RPL35A;RPL37A;RPL27;RPL12;RPL36;RPL28;RPLP2;RPLP1;RPL39;RPL5;RPL9;RPL35;RPL17;RPL23;RPL22;RPL36A;RPL31;RPL24;RPL27A;RPL29;RPL23A
prerank,"Ribosome, cytoplasmic",0.6931523440804823,2.7554433507427247,0.0,0.0,0.0,61/80,17.14%,RPL6;RPL30;RPS13;RPL8;RPL4;RPL7A;RPL13A;RPL7;RPL19;RPL21;RPL13;RPL18A;RPL10A;RPL14;RPL15;RPL18;RPS9;RPL10;RPLP0;RPL3;RPS6;RPS8;RPL26;RPS11;RPL11;RPL32;RPL35A;RPL37A;RPL27;RPL12;RPL36;RPL28;RPLP2;RPLP1;RPL39;RPS14;RPL5;RPL9;RPS18;RPS17;RPS16;RPS15A;RPL35;RPL17;RPL23;RPL22;RPS24;RPL36A;RPL31;RPS23;RPS7;RPS2;RPS29;RPS3A;RPS15;RPL24;RPS12;RPL27A;RPL29;RPL23A;RPS3
prerank,PA700-20S-PA28 complex,0.7493587394650055,2.696526439135259,0.0,0.0,0.0,36/36,26.04%,PSMC3;PSMA6;PSMA2;PSMA1;PSMD8;PSMA3;PSMB2;PSMA7;PSMB4;PSMB1;PSMA4;PSMB3;PSMA5;PSMB7;PSMB5;PSMB6;PSMD1;PSMD7;PSMD4;PSMC5;PSMD2;PSMC1;PSMD11;PSMD6;PSMD14;PSMD3;PSMD12;PSME1;PSMD13;PSMD5;PSMC2;PSMC4;PSMC6;PSMD10;PSMD9;PSME2
prerank,"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)",0.7959643248186097,2.6785907234320914,0.0,0.0,0.0,21/25,14.43%,RPL30;RPL7A;MOV10;RPL7;RPL19;RPL21;RPL13;RPL18A;RPL10A;RPL14;RPL15;RPL11;RPL32;RPL35A;RPL37A;RPL27;RPL12;RPL36;RPL28;RPLP2;RPLP1
